CSV Report,2023-11-20_RNA_melting_MgCl2_NaCl.csv
,72,0.312828517177809,39,0.293732983184415,72,0.345510911992596,39,0.334597758909968,72,0.288357657170489,39,0.262831810139913,72,0.310224518625635,39,0.285048067586708,72,0.319327524425046,39,0.291565465646752,72,0.339657969631327,39,0.312226365937071,72,0.327387357950457,39,0.295085877868633,72,0.344090500592145,39,0.312620466669364,72,0.0245921282648698,39,0.0242194870616378,72,0.0242977840890197,39,0.0240228485550496,72,0.00800472445530155,39,0.00797737209433066,72,0.00806153608838039,39,0.00801449418565664,72,0.0211564971744338,39,0.0219041278444556,72,0.0214288392139139,39,0.0217149766556995,72,0.0260408924071622,39,0.0259860112306919,72,0.0259789267812114,39,0.0259001463454318
,71,0.312630473801844,40,0.294414436757732,71,0.345361185056812,40,0.33496130642981,71,0.287551637455556,40,0.263501259309591,71,0.309590740928644,40,0.285812178411145,71,0.31830103290628,40,0.292174818082259,71,0.338817360909595,40,0.312974526108085,71,0.326036549258926,40,0.295692344918119,71,0.342984210341081,40,0.313345358154686,71,0.0246014589850872,40,0.024241614214476,71,0.0243245363116636,40,0.0240146036990064,71,0.00799777027677934,40,0.007978576601086,71,0.00806186153926923,40,0.00799779214913031,71,0.0211562094403579,40,0.0219004339367243,71,0.0214547406054394,40,0.0217022708607282,71,0.0260546450967757,40,0.0260149117276223,71,0.0259783311423245,40,0.0258882472120067
,70,0.312298020130938,41,0.295120470507338,70,0.345176382074587,41,0.335335083977767,70,0.286801687575911,41,0.264276498531459,70,0.308930350694258,41,0.286579578466847,70,0.317267683121426,41,0.292874297827216,70,0.337959857212967,41,0.313730037328175,70,0.324781562603369,41,0.296399520103014,70,0.341896285302239,41,0.314102001712816,70,0.0245499907734034,41,0.0242147581873583,70,0.0243335702604441,41,0.023963099872661,70,0.00799184396354993,41,0.00796113910595465,70,0.0080568395323947,41,0.0079865158732909,70,0.0211740672004367,41,0.0219011079593844,70,0.0214960022707942,41,0.0216704345066555,70,0.0260577639241729,41,0.0260101376844396,70,0.0259983376841028,41,0.0258714234683967
,69,0.311892779146872,42,0.295864997454441,69,0.344911298255086,42,0.335772999256473,69,0.286000309226177,42,0.265025066547135,69,0.308277340949763,42,0.287379461894276,69,0.316332356565338,42,0.293583565090028,69,0.337160979959694,42,0.314515766816061,69,0.323594112604254,42,0.297065411199646,69,0.34081588662096,42,0.314847719933519,69,0.0245806051185964,42,0.0241818749040139,69,0.0243054448502112,42,0.0239538817666352,69,0.00796693669544464,42,0.00795297945178412,69,0.0080543175898799,42,0.00798487881882021,69,0.0211989606139066,42,0.0218826928163851,69,0.0214938975217548,42,0.0216471722304947,69,0.0260721319872476,42,0.026000410599472,69,0.0259866047134658,42,0.0258778182257852
,68,0.311452520946246,43,0.296573314412197,68,0.344682658930773,43,0.336225842407892,68,0.285274078373443,43,0.26582008600803,68,0.307637630063182,43,0.288133907883586,68,0.315411040610098,43,0.294278226706904,68,0.3363492249228,43,0.315339573031481,68,0.322424740878725,43,0.297766837571712,68,0.339785319918652,43,0.31565167750435,68,0.0245552470921978,43,0.0241979113009293,68,0.0242944355260685,43,0.0239602452795176,68,0.00800295079460855,43,0.00796083941927842,68,0.00806408265479493,43,0.00799984359655827,68,0.021183984994579,43,0.0218417814498595,68,0.0214880826370196,43,0.0216339244701523,68,0.0260545759507314,43,0.0259884126836012,68,0.0259942979433409,43,0.0258697858916561
,67,0.31110227106606,44,0.297264796276785,67,0.344474637840061,44,0.336644892178736,67,0.284545624814096,44,0.266594590661652,67,0.306984611603744,44,0.288915168166294,67,0.314565551779475,44,0.295008171768748,67,0.335557664050809,44,0.316146892874236,67,0.321318604478187,44,0.29853189856428,67,0.338804324221214,44,0.316448865670253,67,0.0245787771293695,44,0.0241975433989574,67,0.0242677645256054,44,0.0239967772810748,67,0.00803824741886482,44,0.00795085390099055,67,0.00807154378198967,44,0.00801120338831931,67,0.0212220223125062,44,0.021839868668436,67,0.0214778504702619,44,0.0216587956345654,67,0.026067734058326,44,0.0259807693060349,67,0.0259717472395966,44,0.025893535723372
,66,0.310691229981449,45,0.297924668951666,66,0.34425789431111,45,0.337058197286889,66,0.283792363359408,45,0.267396655225771,66,0.306377285981582,45,0.289664377638804,66,0.313762945724209,45,0.295751262437682,66,0.33484711499651,45,0.31693654277101,66,0.320308414788446,45,0.299305272708421,66,0.337873574138152,45,0.317250027873432,66,0.0246071673508017,45,0.0242181679519095,66,0.0242749958624428,45,0.0240215742645728,66,0.00801052047178692,45,0.00798400956016772,66,0.00807089862349204,45,0.00801232970328653,66,0.0212587453491787,45,0.0218409650590023,66,0.0215004115516216,45,0.0216495472912463,66,0.0260646711213836,45,0.0260070289017758,66,0.0259694279902972,45,0.0259057628691428
,65,0.310189952789146,46,0.298581756504288,65,0.344038984708555,46,0.337436034370694,65,0.283086416317825,46,0.268200583309709,65,0.30573184246227,46,0.290395490366994,65,0.313011621103458,46,0.296513385366447,65,0.334088351958567,46,0.317761568629066,65,0.319337151419406,46,0.300135616934765,65,0.336965585006176,46,0.318104337399047,65,0.0245561713471238,46,0.0241933116973868,65,0.0242796671914745,46,0.023993261548816,65,0.0080175352393759,46,0.00798985219923738,65,0.00804834871345609,46,0.0080039034512867,65,0.0212863829786703,46,0.0218219040229481,65,0.0215049743152278,46,0.0216428423596302,65,0.0260546808030115,46,0.0260048211126364,65,0.025951579736789,46,0.0258925331802157
,64,0.309778460640133,47,0.299391621997369,64,0.343786596865321,47,0.337818006307503,64,0.282384308647319,47,0.268978395922883,64,0.305112378595131,47,0.291132373527499,64,0.31222475527056,47,0.297323818573265,64,0.333415761136384,47,0.318577457216653,64,0.318430440867559,47,0.300952677449245,64,0.336027672335911,47,0.31896210218611,64,0.0245580094784246,47,0.0242107143832837,64,0.0242534237387537,47,0.0240124115132095,64,0.00801094948515018,47,0.00796902013521111,64,0.00801450861025009,47,0.00801413195204952,64,0.0212891727793126,47,0.0218190216928309,64,0.0214840338851552,47,0.0216637909964318,64,0.0260530666780724,47,0.0259744401243348,64,0.025940096185579,47,0.0259079758336767
,63,0.309354158332637,48,0.300097236039065,63,0.343532273223427,48,0.338221666798652,63,0.281657436400126,48,0.269798209228214,63,0.30448581005498,48,0.291878687446924,63,0.311425586677098,48,0.298205631671742,63,0.332700842131081,48,0.319403741267136,63,0.317540009453981,48,0.301805725310523,63,0.335149102813325,48,0.31985029361923,63,0.0245634599094486,48,0.0241974911414518,63,0.0242254453052262,48,0.0239856765831447,63,0.00798816003218714,48,0.00796042739912808,63,0.00801878918010479,48,0.00800899089193679,63,0.0212972482743315,48,0.0217953272476721,63,0.0214941960519498,48,0.0216170527541116,63,0.0260359892618552,48,0.0259597121810515,63,0.0259233615869601,48,0.0258819763648773
,62,0.308840895903902,49,0.300588089468512,62,0.343263339182729,49,0.338575251063437,62,0.280959672648744,49,0.270586262405413,62,0.303822693473794,49,0.292562273981291,62,0.310672555579983,49,0.299031597141587,62,0.33195426758501,49,0.320185849518509,62,0.316622032628162,49,0.303244214277605,62,0.334256968863789,49,0.320755496762529,62,0.024535172020896,49,0.0241919767474907,62,0.0242301184985161,49,0.0240019956337943,62,0.00800383461054809,49,0.00794957790203025,62,0.00804233237662221,49,0.00799834031770102,62,0.0213244621139327,49,0.0217923014169919,62,0.0215185330938833,49,0.0216230588076068,62,0.0260318111849692,49,0.0259664145483351,62,0.0259425160010704,49,0.025852673427381
,61,0.308370418385517,50,0.301335066613182,61,0.343034390404385,50,0.339047438827872,61,0.280281755235734,50,0.271419170826777,61,0.303205176370578,50,0.293289930296339,61,0.309917939075138,50,0.299941481252866,61,0.331197406583343,50,0.321101943263994,61,0.315769419019109,50,0.30453260662074,61,0.333419062230601,50,0.321705105022664,61,0.0245535877286117,50,0.0242231883292183,61,0.0242573180379941,50,0.0240013940580247,61,0.00802688214873253,50,0.00796270355345387,61,0.00806258604137103,50,0.00799078727384793,61,0.0213418343195316,50,0.0217734296041743,61,0.021540963653934,50,0.0216140231649075,61,0.0260445380502661,50,0.0259914326756667,61,0.0259675187082759,50,0.025855806987389
,60,0.307916111250307,51,0.302014354583275,60,0.342731218013761,51,0.339443873804247,60,0.279560918453173,51,0.272256370320803,60,0.302579487703484,51,0.293978252376198,60,0.309149459119559,51,0.300872795941955,60,0.330464719961973,51,0.321949911328173,60,0.314847094452245,51,0.305125308976571,60,0.332543825221267,51,0.322672668966393,60,0.0245030072414885,51,0.0242158767979304,60,0.0242727338934486,51,0.0240141024509863,60,0.00802433988906374,51,0.00797990179603734,60,0.00805929051096727,51,0.00798972389443851,60,0.0213602045352989,51,0.0217691700133531,60,0.0215392394788288,51,0.0216047414598333,60,0.0260316956747876,51,0.0260121773655353,60,0.0259687220357647,51,0.0258697015277409
,59,0.307420023995099,52,0.302670961971531,59,0.342440837233348,52,0.339791984733631,59,0.278842372086657,52,0.273111945602359,59,0.301897163365518,52,0.29466211611361,59,0.308412092034661,52,0.301851963890687,59,0.329708523769193,52,0.322822260717253,59,0.313955978432028,52,0.306038686980049,59,0.331700212874264,52,0.323660865699898,59,0.0245501789962837,52,0.0241921318656064,59,0.0242436478518372,52,0.0239903870597711,59,0.00802956132104477,52,0.00798675678453313,59,0.0080558520171248,52,0.00800119743539236,59,0.021388739300207,52,0.02176211231969,59,0.0215576041208827,52,0.0215991401123661,59,0.026054240784289,52,0.0260048061013855,59,0.0259610651031267,52,0.0258804345930198
,58,0.306910021914269,53,0.303327266650376,58,0.342163639273062,53,0.340202788029251,58,0.278178013849864,53,0.273993012551776,58,0.301255697409806,53,0.295375218959898,58,0.30765018407803,53,0.302858016498238,58,0.328971966495732,53,0.323741815311069,58,0.313075122228604,53,0.30703505823014,58,0.330818545266834,53,0.324651661283404,58,0.0245115713505049,53,0.0242202378321375,58,0.0241891501122189,53,0.02400218643589,58,0.00805535445129449,53,0.00800745057463836,58,0.00805054118199411,53,0.00802560704725726,58,0.0213916721361002,53,0.0217787176418377,58,0.0215453775833086,53,0.0216136766081252,58,0.0260656728359517,53,0.0260149893055319,58,0.0259359948893838,53,0.0258949293179051
,57,0.306351576170942,54,0.303993194926219,57,0.341851361628287,54,0.340614763042506,57,0.277491492863979,54,0.274832432947128,57,0.300595415119635,54,0.296066944466359,57,0.306910984133078,54,0.30381991452337,57,0.328215316496181,54,0.324629159758126,57,0.312185312213445,54,0.308011659462358,57,0.329953151700383,54,0.325664319862299,57,0.0244656702320784,54,0.0241687188080974,57,0.0241831768876942,54,0.0239918348657837,57,0.00804556318261166,54,0.00796872769055041,57,0.00806389642302192,54,0.00800345998852045,57,0.0214141369093256,54,0.0217178423103328,57,0.0215421526119531,54,0.0215768386750096,57,0.0260776035648682,54,0.0259613428073354,57,0.0259418826407167,54,0.0258566089139644
,56,0.305773275383513,55,0.304697750306221,56,0.341628003400585,55,0.341010027482575,56,0.276786862795594,55,0.275715697976056,56,0.299922514341736,55,0.296773290082189,56,0.306122683451584,55,0.304755650904721,56,0.327396867217914,55,0.325547182601303,56,0.311293197622202,55,0.308986401011895,56,0.329068949799053,55,0.326635134332876,56,0.0244537139447251,55,0.0241734460682749,56,0.0242018059868577,55,0.0239916827308484,56,0.00807993248469442,55,0.00794909532835273,56,0.00806641368664642,55,0.0079844673384406,56,0.0214516797418979,55,0.0216944568797316,56,0.0215731340991311,55,0.0215862307461818,56,0.0260785739853077,55,0.0259158496087213,56,0.0259381124546891,55,0.0258622137829667
,55,0.305269317034183,56,0.305342511267568,55,0.341312173027981,56,0.341434727551611,55,0.276001021715061,56,0.276783841902575,55,0.299254128818716,56,0.297433267674223,55,0.305291353117117,56,0.305704594342986,55,0.326568900427621,56,0.326441835167031,55,0.3103199632877,56,0.310001586946886,55,0.328187044277745,56,0.327713719826939,55,0.0244498705460091,56,0.0242169702183492,55,0.0241954041798604,56,0.0239589796267573,55,0.00805795390012542,56,0.00800092299532275,55,0.00804932833487821,56,0.00797410455659183,55,0.0214409550279086,56,0.0217219069328723,55,0.0215704150190548,56,0.0215430059817649,55,0.0260456688119775,56,0.0259543030625479,55,0.0259498842797072,56,0.0258403447171992
,54,0.304612661991247,57,0.306002035695798,54,0.340978082991752,57,0.341887643097256,54,0.275256038834407,57,0.277805547033183,54,0.298570929842139,57,0.298153590743264,54,0.304513370169783,57,0.306674393316965,54,0.325796961745327,57,0.327386015140603,54,0.309372838356738,57,0.311051819743181,54,0.327300329611253,57,0.328724680973885,54,0.0244584081491073,57,0.0242066519570618,54,0.0241861958026667,57,0.0239513001021024,54,0.00805585490060602,57,0.00799568829141053,54,0.00805923707221004,57,0.00798224555409049,54,0.0214872830657494,57,0.0216948489801394,54,0.0215677758372252,57,0.0215379013244943,54,0.0260486794260355,57,0.0259765612016546,54,0.0259363238545298,57,0.0258441770663523
,53,0.304168421158281,58,0.306694205266993,53,0.340631527724483,58,0.342283526989609,53,0.274491967301763,58,0.278675569128419,53,0.297869894245647,58,0.298856357245729,53,0.303719492748011,58,0.307639508059665,53,0.324955151155607,58,0.328275732094326,53,0.308488021132538,58,0.312097876289418,53,0.326359941152873,58,0.329784093314282,53,0.0244471881221282,58,0.0242128984507677,53,0.0241630801623078,58,0.0239822219715284,53,0.0080335659931547,58,0.00798993937466523,53,0.00804921719732135,58,0.00796776072443944,53,0.0214997717327166,58,0.021679714707159,53,0.0215687674370042,58,0.0215683791841016,53,0.0260411225014611,58,0.025975521732939,53,0.025919318072487,58,0.0258431249306453
,52,0.303577980374704,59,0.307536987406564,52,0.340253187059242,59,0.343028044545524,52,0.273731865432464,59,0.279584872063911,52,0.297187069058666,59,0.299535630154322,52,0.302874300398571,59,0.308544503816527,52,0.324126350875977,59,0.329207168438983,52,0.307553273275628,59,0.313120644718477,52,0.325415923848219,59,0.330982089761662,52,0.0243851447528316,59,0.0242246605087497,52,0.024129144143119,59,0.0240186583722733,52,0.00802890635540173,59,0.00799517199838227,52,0.00804341039758809,59,0.00796937404250491,52,0.021490524604813,59,0.0216999353271233,52,0.0215304785648153,59,0.0215827883364715,52,0.026023807835066,59,0.0259876688175976,52,0.0259136529557654,59,0.0258487880858206
,51,0.302872841828858,60,0.308446010109184,51,0.339949750879158,60,0.343877108797146,51,0.272959455206597,60,0.28038351668819,51,0.296458429314208,60,0.300574754883176,51,0.302029275854771,60,0.309492054060405,51,0.323338620647523,60,0.330087656849034,51,0.306534676357527,60,0.31421261795579,51,0.324487932331814,60,0.332225305274562,51,0.0243852299776458,60,0.0242540133547173,51,0.0241567506100779,60,0.0240431583700541,51,0.00803768085039395,60,0.00800757783267496,51,0.00804213012542858,60,0.00799121547299961,51,0.0215289851712372,60,0.0217212944270395,51,0.0215557994320615,60,0.0215802566114299,51,0.0260315756696276,60,0.0259858571975812,51,0.0259377591140872,60,0.0258286021348356
,50,0.302361761740122,61,0.309015005906102,50,0.339575828077514,61,0.343993139489187,50,0.272161466586648,61,0.281234758293075,50,0.295718850644924,61,0.301832179326898,50,0.301218408435156,61,0.310390437319194,50,0.322496997866358,61,0.330938377461179,50,0.305615867468356,61,0.315213518094099,50,0.323559856663101,61,0.333123367760446,50,0.0243967559130398,61,0.0242503099550612,50,0.0241441663450376,61,0.0240201389617544,50,0.00803226231245184,61,0.00800930532731429,50,0.0080348683436097,61,0.00799667796970853,50,0.0215607738939806,61,0.0217225856465893,50,0.0215534902155221,61,0.021535941209778,50,0.026054701798567,61,0.0259857293123764,50,0.0259172803827164,61,0.0258201940784459
,49,0.301820837831146,62,0.310029416953362,49,0.33918652759128,62,0.344508204786538,49,0.271387713347933,62,0.282068242760619,49,0.295008636843517,62,0.302531872272077,49,0.300412471690847,62,0.311361571543488,49,0.321616836546106,62,0.331823392250512,49,0.304696414337039,62,0.316226208824604,49,0.322584665607132,62,0.333916293444396,49,0.0244238326652604,62,0.0242628929047551,49,0.0241333743499606,62,0.0239779953040111,49,0.0080296375771686,62,0.00800298038259383,49,0.00804492383624275,62,0.00798793044053324,49,0.021573738343783,62,0.0217095876694129,49,0.0215438187950218,62,0.0215125551160229,49,0.0260746989602941,62,0.0259873223345993,49,0.0259135171827749,62,0.0258306421467066
,48,0.301144200328478,63,0.311083463244148,48,0.338789006029414,63,0.344925479670234,48,0.270609973035618,63,0.282916371475846,48,0.294247823581561,63,0.303190584806561,48,0.299543413629959,63,0.312333673476649,48,0.320774468149771,63,0.332714726797185,48,0.303734952866806,63,0.317362460748044,48,0.321628822816215,63,0.334921072484661,48,0.024446510755475,63,0.0242890387157139,48,0.0241279739388933,63,0.0240384397682316,48,0.00804828936401651,63,0.00801039567925666,48,0.00806538543650901,63,0.00797309849793748,48,0.021570440208445,63,0.0216900648160243,48,0.0215776500327295,63,0.0215307665899496,48,0.0260700100612532,63,0.0259887939549308,48,0.025920553486989,63,0.0258604373913804
,47,0.300449039610462,64,0.311487725744716,47,0.338476928279993,64,0.345341873541051,47,0.269841502146841,64,0.284020224186267,47,0.293541496130802,64,0.303685738446645,47,0.29871524986332,64,0.313250551748843,47,0.320022904062226,64,0.333507164934727,47,0.302791070127066,64,0.318387773139116,47,0.320754270091626,64,0.335999758913775,47,0.0243752513763516,64,0.0242876316518061,47,0.0241539018238882,64,0.0240622976345261,47,0.00806909411900257,64,0.00801224971680959,47,0.00806008768640393,64,0.00798402666052727,47,0.0215710660643222,64,0.0216813427830529,47,0.0215796673773316,64,0.0215205576551428,47,0.026026458510419,64,0.0259998331754175,47,0.0259428269964345,64,0.0258564302956502
