CSV Report,2024-02-14_RNA_melting_MgCl2_only_HEPES.csv
,72,0.323993838487668,39,0.291124267069926,72,0.337318061221445,39,0.305671949355075,72,0.311962642392496,39,0.275247418323881,72,0.326410001915421,39,0.289245856056847,72,0.345930377629963,39,0.299760361522108,72,0.358953449367949,39,0.311648846812482,72,0.400293576447912,39,0.371878157904337,72,0.414406068866915,39,0.382555181413513,72,0.0259180468444357,39,0.0256117500690784,72,0.025642115293561,39,0.025448683747891,72,0.00806490215246714,39,0.0080438592462406,72,0.00807556449995761,39,0.00806318455195119,72,0.00747026104065455,39,0.00738024208300033,72,0.00739739702897337,39,0.00727709224859777,72,0.0261361891195817,39,0.0261203030109237,72,0.0259411697467715,39,0.0258905518486467
,71,0.322374644967976,40,0.291782531632822,71,0.336100718576709,40,0.306474477586576,71,0.310176897076183,40,0.275873347512211,71,0.324776808245749,40,0.289913551675986,71,0.344416405866202,40,0.300568857514786,71,0.357543547502516,40,0.312451648496371,71,0.399901895276704,40,0.373031266576116,71,0.413951929051312,40,0.383845350295309,71,0.0258706910203757,40,0.0256411606375753,71,0.0256295695554848,40,0.0254291925170437,71,0.008057161111917,40,0.00805067380013949,71,0.00808944582427135,40,0.00804266185986849,71,0.00744631530387377,40,0.00740720064583242,71,0.00742763492213011,40,0.00727181157574827,71,0.0261353207959786,40,0.0261422929341748,71,0.0259303532978555,40,0.025866679734052
,70,0.321019481194693,41,0.292542019354683,70,0.334941063114086,41,0.307226803029873,70,0.308549279897114,41,0.276557797799534,70,0.323274949990857,41,0.290613290204077,70,0.342987766642596,41,0.30145557696389,70,0.356060798866682,41,0.313388204506452,70,0.399512532527521,41,0.374175262030268,70,0.413513832816487,41,0.385138450674708,70,0.0258150018119658,41,0.0256852665255116,70,0.0256215269609504,41,0.0254394695448004,70,0.00806495286514026,41,0.00806223062560584,70,0.00809819210279472,41,0.00804954973832716,70,0.00743065590090072,41,0.007387121726064,70,0.00743530062274857,41,0.00728014703791423,70,0.0261087311361853,41,0.0261341263974464,70,0.0259458985000655,41,0.0258720174515241
,69,0.319743675729397,42,0.293284622227237,69,0.333779004121939,42,0.308056153803558,69,0.307003869967246,42,0.277221438786034,69,0.321747550364927,42,0.291369881344726,69,0.341517884645108,42,0.302374142523637,69,0.354384691431196,42,0.314355191376589,69,0.39912773351753,42,0.375356757266694,69,0.412995746105186,42,0.386409484623115,69,0.0257792234595531,42,0.0257136610938503,69,0.0255978640181992,42,0.0255056674738315,69,0.00807003417017561,42,0.00804767461718712,69,0.00805151338046733,42,0.00805841335946234,69,0.0074217756938249,42,0.00738633416098387,69,0.00737396086978318,42,0.00729970988289127,69,0.0261192411089161,42,0.0261238544090826,69,0.0259155844087278,42,0.0259012203331694
,68,0.31870138930571,43,0.293950292053358,68,0.332725886331896,43,0.308883928701666,68,0.305510611169347,43,0.277966083153105,68,0.320367687610547,43,0.292158683415739,68,0.339838507429347,43,0.303394500861823,68,0.352662077794276,43,0.31538167849455,68,0.398727802210538,43,0.376525822638304,68,0.412554244318663,43,0.387659391274715,68,0.0258357511612325,43,0.0256984698032712,68,0.0255472777706962,43,0.0255139541483051,68,0.00808795073267829,43,0.00802976980496513,68,0.00805636091324793,43,0.0080479655638976,68,0.00744658125411461,43,0.00740213367500131,68,0.00733194343695325,43,0.00729822066651314,68,0.0261386685155535,43,0.0261290207764447,68,0.0258972119492257,43,0.0258942377798858
,67,0.317487708798984,44,0.294680169012167,67,0.331769391317909,44,0.309669729406547,67,0.304091545610605,44,0.278754509542467,67,0.319042949440316,44,0.292925074785285,67,0.338136253902283,44,0.304449034113989,67,0.350878453346579,44,0.316448838797651,67,0.398404699226788,44,0.377724906555533,67,0.412146264563336,44,0.388915850840376,67,0.0258490092435159,44,0.0256793176397928,67,0.0255730699116042,44,0.0254550708880127,67,0.00808709814430499,44,0.00804641391645277,67,0.00807548915357166,44,0.00803876276659109,67,0.00745418930979903,44,0.00741124141321674,67,0.0073664118389196,44,0.0072851354359668,67,0.0261324440367155,44,0.0261349335443367,67,0.0259193083656741,44,0.0258739471468497
,66,0.316525997253614,45,0.295417399888814,66,0.330756071107675,45,0.310531799616692,66,0.30279791371544,45,0.279582331929061,66,0.317787392987969,45,0.293787822889373,66,0.336407867387072,45,0.305540283250977,66,0.349088535848478,45,0.317614122277023,66,0.39804749109653,45,0.378969081711081,66,0.411669952129256,45,0.390244826970289,66,0.0258358946699032,45,0.0256712191367289,66,0.0255902051777677,45,0.0254535949429292,66,0.00808053090191155,45,0.0080498341766912,66,0.00806755739900023,45,0.00805879869035721,66,0.00742503483402298,45,0.00742689434436196,66,0.00736700146372687,45,0.00728853153652285,66,0.0261254002540076,45,0.0261201389537744,66,0.025911355506595,45,0.0258584635928695
,65,0.31551517585162,46,0.296282618119365,65,0.329825324762971,46,0.311358418310529,65,0.301634199093826,46,0.280452792849832,65,0.316530383489933,46,0.29468734676475,65,0.334650951495403,46,0.306670974297202,65,0.347163936487542,46,0.318819053020381,65,0.397547108581156,46,0.380265336608842,65,0.411205556846884,46,0.391579061807085,65,0.0258334627832817,46,0.0256805011745015,65,0.0255642475523388,46,0.0254602424000288,65,0.00808030124279649,46,0.00804902396852001,65,0.00808062655023198,46,0.0080477460842966,65,0.00741935691071406,46,0.00742901163872135,65,0.00737349560032014,46,0.00729338601823455,65,0.0261276048656973,46,0.0261063717058744,65,0.0259098841617215,46,0.0258603211750165
,64,0.314638075142485,47,0.297139092311054,64,0.328963247048209,47,0.312191099301373,64,0.300457135632839,47,0.281413782826958,64,0.315422199263774,47,0.295605282862968,64,0.332807855551815,47,0.307928253938013,64,0.345418967768518,47,0.319996843537928,64,0.397102254844336,47,0.381562063860693,64,0.41073714186307,47,0.392894314730855,64,0.025845354594007,47,0.0256356748592643,64,0.0256128889541125,47,0.0254592532999779,64,0.00809147633306605,47,0.00803758668996781,64,0.00807941485427179,47,0.00802089469838203,64,0.0074178617266394,47,0.00740564526940314,64,0.00736629377489734,47,0.0073028104578097,64,0.0261278070987801,47,0.0260978681190027,64,0.0259252472763179,47,0.0258539723442361
,63,0.313693606467029,48,0.298018883033865,63,0.328127443308419,48,0.313157396596771,63,0.299378065410835,48,0.282442082998256,63,0.314288826044806,48,0.296602810781699,63,0.331096505314216,48,0.309202913379955,63,0.343636680243344,48,0.321290453709312,63,0.396648513694555,48,0.382964104857403,63,0.410599781373382,48,0.39435256223301,63,0.0258236987921325,48,0.0256163537413962,63,0.0256192893538575,48,0.0254258006346117,63,0.00809707520016629,48,0.00804308335148918,63,0.00808614092300701,48,0.00802629227785827,63,0.00743729387602468,48,0.00740492608233413,63,0.00732103733492018,48,0.00728410390956992,63,0.0261401367822689,48,0.0261123041100105,63,0.0259062897453588,48,0.025838366347163
,62,0.312731153291289,49,0.298965385233974,62,0.327264095466588,49,0.314170153372144,62,0.298288181048606,49,0.283524415472354,62,0.313223648161189,49,0.297642809709679,62,0.329399655393464,49,0.310511545989557,62,0.34194058515335,49,0.322640652974359,62,0.396136092256555,49,0.384408252836983,62,0.409949705945371,49,0.39580786973838,62,0.0258412216209068,49,0.0256249529123219,62,0.0255728569280284,49,0.0254413724652654,62,0.00808943860443125,49,0.00805094434842205,62,0.00806822723756776,49,0.00802822690903486,62,0.00743084318761343,49,0.0074014001307476,62,0.00731042597302462,49,0.007295621795236,62,0.0261227879499775,49,0.0261190765803089,62,0.025892849848506,49,0.0258374048952469
,61,0.311908344608923,50,0.30006075447646,61,0.32634793330967,50,0.315142629108573,61,0.297255761030464,50,0.284628481472433,61,0.312201190052245,50,0.298704481942744,61,0.327837071842389,50,0.311794967440105,61,0.340304747987847,50,0.323936295906888,61,0.395641505264249,50,0.385796469023008,61,0.409299433045189,50,0.397242263261753,61,0.0257964361095071,50,0.025684095635768,61,0.0255807089180751,50,0.0254820708094873,61,0.00809213906813428,50,0.00805382626606858,61,0.00807454614172074,50,0.00802208841160694,61,0.00741787151270339,50,0.0074195445682067,61,0.00732598719527433,50,0.00729673596246996,61,0.0261080618408299,50,0.0261170640852687,61,0.0259110619453152,50,0.0258594911143026
,60,0.310975833988641,51,0.300989321927402,60,0.32549410051155,51,0.316179509162088,60,0.296269705042413,51,0.285835690716229,60,0.311174720738438,51,0.299826735598646,60,0.326633164273673,51,0.313125971761678,60,0.338765406942727,51,0.325293613176914,60,0.395105597376166,51,0.38712902561651,60,0.408793155981456,51,0.398691956912225,60,0.0258418188674093,51,0.0256866494553758,60,0.025601853678382,51,0.0254698645872738,60,0.00809595181061773,51,0.00804913141206557,60,0.00810017311361391,51,0.00802824844639075,60,0.00742920626681237,51,0.00742472575586052,60,0.00732407511184624,51,0.0072743360172755,60,0.0261305980990965,51,0.0261075208668669,60,0.0258967734809179,51,0.0258437787445766
,59,0.310163215070921,52,0.302054553703041,59,0.324620413980843,52,0.317216073214406,59,0.295273479266865,52,0.287059386058966,59,0.310136041052279,52,0.300958049714861,59,0.325492475467375,52,0.314485978601228,59,0.337266527442686,52,0.326622879379464,59,0.394556041156375,52,0.38850897832772,59,0.408170592836306,52,0.400087877596188,59,0.0258880891865405,52,0.0256251273368896,59,0.0255843226543563,52,0.0254871592476553,59,0.00810584525063819,52,0.00803291306608338,59,0.00810858208767886,52,0.00802480937001531,59,0.0074207288977722,52,0.00740537349459047,59,0.00730789434985093,52,0.0072946909577403,59,0.0261338680730306,52,0.0261025515976834,59,0.0258897525055274,52,0.0258356216152534
,58,0.309172326364438,53,0.303222862355682,58,0.323668330571974,53,0.318290008361958,58,0.294223348317085,53,0.288303399368927,58,0.309108526431011,53,0.302117201112061,58,0.32386978148675,53,0.315859159636419,58,0.336075291531215,53,0.327954342976929,58,0.393960264742317,53,0.38981039547546,58,0.407497283152088,53,0.401515040712108,58,0.0258115048802718,53,0.0256524911133423,58,0.0255791727115872,53,0.0254594246370695,58,0.00809037601877329,53,0.00803169497573391,58,0.00809116753993343,53,0.00803182530570014,58,0.00740840472435392,53,0.00740535895088259,58,0.00733565612452655,53,0.00727793845810062,58,0.0261171436772779,53,0.0261198549743358,58,0.0258997983948889,53,0.0258353357533818
,57,0.308236510554644,54,0.304311021466172,57,0.322740458627555,54,0.319443431842799,57,0.293179474177696,54,0.289561293305239,57,0.308052710858175,54,0.303324081681544,57,0.322343228060852,54,0.317200807576221,57,0.334689238552267,54,0.329305717031172,57,0.393325138310236,54,0.391037596465659,57,0.406742952815434,54,0.402883909647017,57,0.0257769962258166,54,0.0256604812885905,57,0.0255543349695196,54,0.0254773921336906,57,0.00806015281875034,54,0.00803556320000827,57,0.00807455092692091,54,0.00800957748290232,57,0.00739282423273303,54,0.00740750550599264,57,0.00732425694820124,54,0.00728624756347938,57,0.0261020769354247,54,0.026118936548957,57,0.0258708184358121,54,0.02583849781264
,56,0.30733641106611,55,0.305382934762517,56,0.321764799145178,55,0.320507643475329,56,0.292144577435936,55,0.290832699964863,56,0.306973611906446,55,0.304541176345926,56,0.320956797342261,55,0.318545829165749,56,0.333476709504403,55,0.330648032620512,56,0.39266317638436,55,0.392195243742299,56,0.405926425636534,55,0.404143492163506,56,0.0257685880874995,55,0.0256142587464896,56,0.0255303070234233,55,0.0254373638765949,56,0.00806460021037707,55,0.00802222018558399,56,0.00805627200419551,55,0.00800437084796254,56,0.00740961851803146,55,0.00741044068050711,56,0.00731131733195211,55,0.00726298436765088,56,0.0260998464006444,55,0.0261102588774375,56,0.0258647459708708,55,0.0258125291129062
,55,0.30628145731193,56,0.306520695886107,55,0.320823362619583,56,0.321663643176218,55,0.29110612365958,56,0.292104850445813,55,0.305922648524988,56,0.305707701313589,55,0.319680729519976,56,0.319897788724814,55,0.332242951255521,56,0.331967533264313,55,0.391941689899124,56,0.39326593987926,55,0.405066160636652,56,0.405330563146828,55,0.0257528447494341,56,0.0256064678944691,55,0.0255610782582806,56,0.0254710687875548,55,0.00806977006159711,56,0.00801596053232925,55,0.00804543962422949,56,0.00801602795089387,55,0.0074072510711527,56,0.00740706886579409,55,0.0073133069963297,56,0.0072693184560865,55,0.02609723879435,56,0.0261007431050222,55,0.0258802076908795,56,0.0258391971430855
,54,0.305295160904674,57,0.307627905367605,54,0.319907184008985,57,0.322695866572588,54,0.290037538874527,57,0.293342201451252,54,0.304852716126642,57,0.306937574374565,54,0.318407399006832,57,0.321260527567061,54,0.330909128579717,57,0.333316725310218,54,0.391188879461287,57,0.394325335171848,54,0.404124355871139,57,0.406411168693027,54,0.025738966066243,57,0.0256085245577338,54,0.0255419666565061,57,0.0254726097454414,54,0.00806465565250049,57,0.00802468161220731,54,0.00804653077072887,57,0.00802487039652005,54,0.00738542754364837,57,0.00739518001615941,54,0.00730128364379428,57,0.0073009595863253,54,0.0260942686239898,57,0.026092221650469,54,0.0258527286982879,57,0.0258644328431823
,53,0.304362132372046,58,0.308821961410644,53,0.318898153917883,58,0.323796267318804,53,0.289003149900183,58,0.294530266846353,53,0.303750789045179,58,0.308123832778053,53,0.317186787109881,58,0.322620773465027,53,0.329668894901298,58,0.334682363269934,53,0.390338886262159,58,0.395326198576624,53,0.403115458551066,58,0.407474511831052,53,0.025771552210384,58,0.0256500396586387,53,0.0255144541263903,58,0.0254969148837991,53,0.008060142447907,58,0.00805847902243978,53,0.00805691217094134,58,0.00804361431030737,53,0.00738222195412301,58,0.00743610829736722,53,0.00729760484962604,58,0.00732810644895008,53,0.0261083335064058,58,0.0261156749127598,53,0.0258545434250532,58,0.0258556961151555
,52,0.303381240167166,59,0.310085641176261,52,0.317940261562414,59,0.324860071398402,52,0.287923318588118,59,0.295692010425008,52,0.302648603801789,59,0.309340505061079,52,0.315940150216138,59,0.324034961501417,52,0.328422391550248,59,0.336075881555807,52,0.389414696188401,59,0.396278696497267,52,0.402049128199306,59,0.408413512135652,52,0.0257943543761074,59,0.0256062303941726,52,0.0255212659741557,59,0.0254556628511897,52,0.00806069225360511,59,0.00806161536129157,52,0.00807010720326323,59,0.00802251376132973,52,0.00739201596302979,59,0.00741617098541205,52,0.00730691313427902,59,0.00730022756872342,52,0.026109164249019,59,0.026091460434709,52,0.0258508589904051,59,0.025835331040767
,51,0.302386967607863,60,0.311225233163739,51,0.317014166512156,60,0.325940475422802,51,0.286842031718286,60,0.296841185493088,51,0.301611562045173,60,0.310692414776388,51,0.314657084419143,60,0.325491356397988,51,0.327174852576867,60,0.337452698558682,51,0.388397601890132,60,0.397154736992646,51,0.400842775077498,60,0.409336501358385,51,0.0257192689146532,60,0.0256104809223307,51,0.0255493019809302,60,0.0254664228024693,51,0.00809593420679375,60,0.00805794485820271,51,0.00806856021753076,60,0.00803551701582502,51,0.00739836701028193,60,0.00741433576538283,51,0.00732710722901002,60,0.00728294617564543,51,0.0261096856368349,60,0.0260860730143713,51,0.0258716349123843,60,0.0258332204096038
,50,0.301395481685364,61,0.312344115036969,50,0.316130354595322,61,0.326973728001288,50,0.285776794496879,61,0.297885373012215,50,0.30051606361884,61,0.312282894885364,50,0.313423540952623,61,0.326886627979731,50,0.325903162501627,61,0.338939751739213,50,0.387271850377621,61,0.397919044954213,50,0.399609521295583,61,0.410176815943696,50,0.0257725890266689,61,0.0256878735067942,50,0.0255498152158163,61,0.025477180886119,50,0.00809955328364481,61,0.00807793674559445,50,0.00805628368314558,61,0.00804950118574333,50,0.00743344582855464,61,0.00745341769607294,50,0.00733661956336934,61,0.0072994189725803,50,0.0261365826146599,61,0.0261074804145926,50,0.0258766989371767,61,0.0258372352019353
,49,0.300428374167888,62,0.313336302306644,49,0.315184464890509,62,0.327945752918498,49,0.284741530689592,62,0.29898007444353,49,0.299440350632173,62,0.313595777235252,49,0.312186751572338,62,0.32841140891532,49,0.324601616953986,62,0.340371786678526,49,0.386101815342227,62,0.398656768656556,49,0.398279659666582,62,0.410983231272573,49,0.0257422098951805,62,0.0256712080146253,49,0.025574365000244,62,0.0254784131765737,49,0.00808168835146115,62,0.00808201865252423,49,0.00807174860776205,62,0.00804561519280792,49,0.00742570181781446,62,0.00745491347641053,49,0.00736211452450244,62,0.00730188203288224,49,0.0261227612115452,62,0.0260961350316447,49,0.025879941128036,62,0.0258309165044152
,48,0.299506191381993,63,0.314475415208037,48,0.314202325686536,63,0.328887771467134,48,0.283709318234277,63,0.300023887867952,48,0.298399578151122,63,0.314818900874374,48,0.310920114825423,63,0.329965817297,48,0.323274955849633,63,0.341931691944288,48,0.384865969018012,63,0.399320316269623,48,0.396927495599236,63,0.411682735322726,48,0.0257532200814951,63,0.0257108225746732,48,0.0255441762229566,63,0.0255450549833199,48,0.00808616993008179,63,0.00810282479088079,48,0.0080410144010612,63,0.00806280962720463,48,0.00742625913072262,63,0.00743497975952868,48,0.00734080387071691,63,0.0073354969462144,48,0.0261083997582106,63,0.0260890102000208,48,0.0258649980355015,63,0.0258601403635622
,47,0.298613942272799,64,0.315679398451417,47,0.313309793169157,64,0.32978608370828,47,0.282716307434835,64,0.301074155198695,47,0.29738712250157,64,0.316096765026951,47,0.309676641663944,64,0.331631577886545,47,0.322024947897191,64,0.343596641406932,47,0.383591062122387,64,0.399991886300275,47,0.395487682879351,64,0.412361047442264,47,0.0257880666773797,64,0.0257638321094077,47,0.0255292673091703,64,0.0255001452544643,47,0.00810741637959182,64,0.00811990718348565,47,0.00804375126956932,64,0.00805596244984366,47,0.00743675413669406,64,0.00743578616122916,47,0.00730828948012147,64,0.00732147564345579,47,0.0261090498639382,64,0.0260942502596929,47,0.0258471424385008,64,0.0258503940055689
