CSV Report,2024-02-14_RNA_melting_MgCl2_only_HEPES.csv
,46,0.297674301653391,65,0.316528397925278,46,0.31245023852432,65,0.330800930519982,46,0.281762034991589,65,0.302189272196217,46,0.296418956990875,65,0.317213148135558,46,0.308435699580928,65,0.333417104757132,46,0.320776620875971,65,0.345350253641905,46,0.382266976281486,65,0.400563651727506,46,0.394087513540831,65,0.413017199291213,46,0.0257595419120151,65,0.0257396388984266,46,0.0255656139868696,65,0.0255148427174612,46,0.00812417274211791,65,0.00811395232676984,46,0.00806881734761567,65,0.00804603735795182,46,0.00741296635962768,65,0.00744715888580538,46,0.00731850369243494,65,0.00733812092407116,46,0.026117683336402,65,0.0261105303289978,46,0.0258607892745111,65,0.0258382322638732
,45,0.29676841491376,66,0.317560612994521,45,0.311571186260164,66,0.331987999129558,45,0.280812176131519,66,0.303335029065079,45,0.295467263575254,66,0.318308613848445,45,0.307166654744849,66,0.335253959711495,45,0.319538408488449,66,0.347201598143502,45,0.380927953091512,66,0.401133182723824,45,0.392723817882689,66,0.413874321997698,45,0.0257606339092445,66,0.0257564010491329,45,0.025566421240869,66,0.0255275327771893,45,0.00811502510385134,66,0.0081140790181882,45,0.00806396272387663,66,0.00807075654334058,45,0.00741021139818663,66,0.00746856511367967,45,0.00732160953150767,66,0.00735758742768874,45,0.0261107143173494,66,0.0261186007207002,45,0.0258612012585885,66,0.0258705075223423
,44,0.295906160335378,67,0.318693944103044,44,0.31073994934968,67,0.333166273247031,44,0.279924951528109,67,0.304562812303431,44,0.294571758585302,67,0.319423021315964,44,0.305967013592389,67,0.337160866832343,44,0.318328642789113,67,0.349123058320275,44,0.379584657977798,67,0.401752776380641,44,0.391416257726361,67,0.414638464034814,44,0.0257530635795015,67,0.0257496176979009,44,0.0255623131701807,67,0.0255241940071796,44,0.00810421959467539,67,0.00811614443183206,44,0.00806529109080427,67,0.00807181508060143,44,0.0074238527542902,67,0.00748210378498889,44,0.00729519723610034,67,0.00734171513844084,44,0.0261146837424767,67,0.0261142253556472,44,0.025864806949267,67,0.0258859549404853
,43,0.295061909524944,68,0.319810395509336,43,0.309966123043375,68,0.334327049056142,43,0.279087206210902,68,0.305916901831027,43,0.293717463717867,68,0.320624126739092,43,0.304818264634141,68,0.339163177977135,43,0.317157477590351,68,0.35100895845585,43,0.378371722803856,68,0.402392724221995,43,0.390112256815893,68,0.41481277625093,43,0.0257329136276841,68,0.0257433038224332,43,0.0255748531381577,68,0.0255475890655653,43,0.00811675632345225,68,0.0081156205331927,43,0.00805842804835627,68,0.00806798585130548,43,0.00744618055661525,68,0.00748454216136028,43,0.00733109799315789,68,0.00734997122225559,43,0.0261401431197915,68,0.0261037917216425,43,0.0258610352875071,68,0.0258691502607812
,42,0.294318008725984,69,0.321107443314887,42,0.309166686465171,69,0.335565516137431,42,0.278275310644769,69,0.307427490848915,42,0.292879393706921,69,0.322098092138129,42,0.303667434524078,69,0.341163271449615,42,0.316015593175576,69,0.352947555244713,42,0.377128875133669,69,0.40296878894555,42,0.388840308343423,69,0.415370444932161,42,0.0257714650701988,69,0.0257005693726104,42,0.0255551446124165,69,0.025538097634315,42,0.00812615911024689,69,0.00812510480214856,42,0.00806134541139401,69,0.00809240257508171,42,0.00743685625601685,69,0.00746067179192409,42,0.00730157253022724,69,0.00736639443694539,42,0.026138860356776,69,0.0261012459119289,42,0.0258565247414619,69,0.025870224056824
,41,0.29360801959574,70,0.322398160051606,41,0.308316330196288,70,0.336837008362783,41,0.277497618118554,70,0.309054150922137,41,0.292072560097633,70,0.323866893773569,41,0.302587526155119,70,0.343054038221854,41,0.314892293534941,70,0.354894726261959,41,0.375941131595129,70,0.403466051423898,41,0.387596416416154,70,0.41591579728127,41,0.0257815715751255,70,0.0257349234728654,41,0.0255673980206118,70,0.0255373156562605,41,0.00811270141403563,70,0.00813847194248698,41,0.0080716279570937,70,0.00808600111918519,41,0.00742151537822552,70,0.00747250573043436,41,0.00732676512908018,70,0.00736656236545585,41,0.0261272009659244,70,0.0261186217976801,41,0.0258730208389567,70,0.0258937457206633
,40,0.292878543983354,71,0.323766652122557,40,0.307585002004539,71,0.338185611182513,40,0.276789749817279,71,0.310754274318585,40,0.29128045263298,71,0.325429614084369,40,0.301568108553543,71,0.344906799811432,40,0.313830427354759,71,0.356834853408359,40,0.374787499040947,71,0.404042951986803,40,0.386380203361763,71,0.416476492810871,40,0.0257415517286199,71,0.025721063086763,40,0.0255594815108295,71,0.0255607269174094,40,0.00810944040411211,71,0.00814786477834136,40,0.00805113466571424,71,0.00806935353156193,40,0.00741177780044555,71,0.00747830233249617,40,0.00732409974734358,71,0.00738635767007661,40,0.0261234115055114,71,0.0261270939094458,40,0.0258505089791934,71,0.0259005327667776
,39,0.292184608399338,72,0.324901360044172,39,0.306871222963524,72,0.339477571701151,39,0.276131776359969,72,0.312528951686872,39,0.290556634251039,72,0.326947148410752,39,0.300553006571274,72,0.34674843214882,39,0.312922500367425,72,0.358743856894377,39,0.373631622000133,72,0.404644171205169,39,0.385168489714444,72,0.417077061698069,39,0.0257275001664909,72,0.0256927530885035,39,0.0255441662025105,72,0.0255385403187443,39,0.00811250546086234,72,0.00814732573532611,39,0.00806945346759274,72,0.00806201245131101,39,0.00742349836936195,72,0.00747497297719549,39,0.00730681119202119,72,0.00737183269762492,39,0.0261254261740407,72,0.0261222330126838,39,0.0258400264369742,72,0.0258769357522168
,38,0.2914992701469,73,0.326300975937142,38,0.306077817944177,73,0.340648566747633,38,0.275499922754101,73,0.314371678442489,38,0.289832636362,73,0.328524734801801,38,0.299609119819282,73,0.350360313515272,38,0.312000898722153,73,0.360495957751425,38,0.372495751520022,73,0.405252507007398,38,0.383913263069487,73,0.417692833776813,38,0.0257488561911415,73,0.0256668231784359,38,0.0255199499414484,73,0.0255648307229467,38,0.00811321611018961,73,0.00812591704510287,38,0.00804903496137833,73,0.00808879061327574,38,0.00744103026263106,73,0.00746042054098847,38,0.00728482869532378,73,0.00740407908235776,38,0.0261248768886735,73,0.0260962879653182,38,0.0258370371951275,73,0.0258954848882585
,37,0.290850279177063,74,0.328194227469911,37,0.305333068277406,74,0.341962724977664,37,0.274860188183144,74,0.316435790008056,37,0.289185885622924,74,0.330191095170449,37,0.298746855749755,74,0.352619248989912,37,0.311213676676541,74,0.362126962872725,37,0.371440761118642,74,0.405870078819122,37,0.382681040799268,74,0.418280488600155,37,0.0257138069935128,74,0.0256719832755888,37,0.0254976149167314,74,0.0256153032469642,37,0.00811316923331475,74,0.00814624123794937,37,0.00805091964153441,74,0.0081064250505295,37,0.00741607632021001,74,0.00747179031845236,37,0.00727581351236068,74,0.00744318807880338,37,0.026129890387873,74,0.0261128718459729,37,0.0258316351250129,74,0.025913004498426
,36,0.290336073003136,75,0.330036051571466,36,0.304619674531945,75,0.343406847065687,36,0.274268202424962,75,0.318592248036196,36,0.288547606302878,75,0.331854700252656,36,0.297912721676625,75,0.352327187734903,36,0.310439191112282,75,0.363726843975585,36,0.370352549194793,75,0.40648214291812,36,0.381435313420465,75,0.418874663112701,36,0.0257608562932849,75,0.025690785600324,36,0.0255273691217468,75,0.0255917788739966,36,0.00811400286481362,75,0.00817011923229101,36,0.00807785259764262,75,0.00809737540747382,36,0.00740671787529758,75,0.00747678712303251,36,0.00730023470991189,75,0.00741594509143387,36,0.0261448367583405,75,0.0261256856662093,36,0.0258704049679482,75,0.0258910368877569
,35,0.289702077008471,76,0.331769676645967,35,0.3039403059365,76,0.344900750354391,35,0.273751269604217,76,0.320690560423597,35,0.287926416966954,76,0.33360386120279,35,0.297119639897128,76,0.3538774782556,35,0.309707721807623,76,0.365425887540842,35,0.369183527293987,76,0.40712048588304,35,0.380232487118374,76,0.419644241542488,35,0.0257690092581752,76,0.0256737303630667,35,0.025556391575671,76,0.0255741100215877,35,0.00811028327686039,76,0.00815795301732452,35,0.00807361769998908,76,0.00807268716328661,35,0.0074202014662019,76,0.00743538475887944,35,0.0073514735836512,76,0.00738317025355918,35,0.026146148942219,76,0.0260842949520586,35,0.0258830090083241,76,0.0258494980097328
,34,0.289091213032485,77,0.333408915977579,34,0.303276895137969,77,0.346651081814418,34,0.273304244373452,77,0.322679791877952,34,0.287371322240515,77,0.335344732423498,34,0.296394232360221,77,0.35530843656145,34,0.309022651784106,77,0.367089831746859,34,0.368394256097167,77,0.407759757297987,34,0.378934196692228,77,0.420632731836028,34,0.0257311721568868,77,0.0256976122000319,34,0.0255319503777232,77,0.0255706732488739,34,0.00809747298774018,77,0.00815055054903379,34,0.00808659044949073,77,0.00806998141739098,34,0.00740786860016381,77,0.00743852487820213,34,0.00731805505442022,77,0.00738075156881964,34,0.0261212160964026,77,0.0260668666159726,34,0.0258645313342968,77,0.02585122008464
,33,0.288573579757675,78,0.335144122645483,33,0.302640933054435,78,0.348664878278333,33,0.272858493135821,78,0.324528806667501,33,0.286787817970406,78,0.3370651787224,33,0.295698012364941,78,0.356568124828599,33,0.308366744490444,78,0.368458960996983,33,0.367218270709304,78,0.408449190351702,33,0.377697405229211,78,0.421614482678374,33,0.0257438032109772,78,0.0258079788113644,33,0.0255681623471494,78,0.0255854710982376,33,0.00809351445332983,78,0.00815057439063461,33,0.0080890449760358,78,0.00808454791547273,33,0.00741583792606165,78,0.00746432318887658,33,0.00733886293394241,78,0.00738922541945445,33,0.0261150173787373,78,0.0260885071783538,33,0.025889147719277,78,0.025874701508144
,32,0.288065486059725,79,0.336748356641062,32,0.301970449127403,79,0.350405363931081,32,0.272390859179605,79,0.32624327190978,32,0.286233663348769,79,0.338832132975126,32,0.29513586192458,79,0.357768619183888,32,0.307681238358067,79,0.369798890545593,32,0.365828202183765,79,0.409154163286574,32,0.376386098558827,79,0.422625785045598,32,0.0257473217895102,79,0.0258219962046981,32,0.0255619629795136,79,0.0255927938959131,32,0.00810187444216037,79,0.00815232478033629,32,0.00806439624156582,79,0.00809215295251645,32,0.00742158897808915,79,0.00747876832417029,32,0.00731026649919337,79,0.00742548460547596,32,0.026135873766915,79,0.0261151106610639,32,0.0258666404216522,79,0.025900558322855
,31,0.287584084995945,80,0.337974094079305,31,0.301299682519478,80,0.351875595359161,31,0.271909887924643,80,0.327893299237654,31,0.28568406336236,80,0.340657089232731,31,0.294609594954986,80,0.358903432059924,31,0.307109871423026,80,0.370988921514031,31,0.364683353929909,80,0.409866783130997,31,0.375096772441078,80,0.423477439561483,31,0.0257429476307822,80,0.0257172690684901,31,0.0255628766849041,80,0.0255674582802877,31,0.00810882514196466,80,0.00813938932776215,31,0.00807286729019068,80,0.00809385372849451,31,0.00739523921166971,80,0.00748738594720612,31,0.0073662230397757,80,0.00743706652581585,31,0.0261391235303917,80,0.0261114609569382,31,0.0258894058670623,80,0.0258915621935966
,30,0.287064500248872,81,0.339404779763099,30,0.300697642902477,81,0.353286793175138,30,0.271486287546968,81,0.329462745868345,30,0.285179685575766,81,0.342357394075569,30,0.294069042934408,81,0.359942270071711,30,0.306613532557972,81,0.372058965381034,30,0.363572982461682,81,0.41065521699215,30,0.37387732406158,81,0.424294460585124,30,0.0257740856780195,81,0.0255928388128793,30,0.0255750851413599,81,0.0255664587736405,30,0.00812278179347329,81,0.00804221045959025,30,0.00807032129259224,81,0.00812132474398918,30,0.00741568425762793,81,0.00739114419989023,30,0.00733243706228053,81,0.00744272597393064,30,0.0261779072279352,81,0.0259874241144876,30,0.0258720102996732,81,0.025917037864512
,29,0.286580837645163,82,0.340666968786421,29,0.300021934658951,82,0.354640292371894,29,0.271109830386169,82,0.33090358572709,29,0.284652002743241,82,0.343802751905819,29,0.29358515964756,82,0.360908536845889,29,0.306019578659562,82,0.373128201523899,29,0.36259022124068,82,0.411318426522407,29,0.372461512324553,82,0.425081967248994,29,0.0258028936192791,82,0.0256042166438691,29,0.0255564295069222,82,0.025550915436685,29,0.00812472678656805,82,0.00803130410238196,29,0.00807238054669064,82,0.0081162023905223,29,0.00741623493759395,82,0.00737306182141119,29,0.00734254772196017,82,0.00743193417117253,29,0.0261514816496993,82,0.0260085741266057,29,0.0258829604276781,82,0.0259159971574368
,28,0.286103197535673,83,0.341850024900571,28,0.299489783794107,83,0.355996095116364,28,0.27074073436959,83,0.332330765439128,28,0.284215391079061,83,0.345107009785132,28,0.293213654272336,83,0.361878359077148,28,0.305595170691261,83,0.374114679673883,28,0.361395718116665,83,0.411930115447197,28,0.371357142365074,83,0.425906591816444,28,0.0257486057496034,83,0.0256851579664818,28,0.0255684043090663,83,0.0255267200125268,28,0.00810860700115739,83,0.00814212803044908,28,0.00806811383888868,83,0.00812020422458236,28,0.00740171994425519,83,0.00747993173451688,28,0.00733508349481992,83,0.00742496983939033,28,0.0261164266992629,83,0.0260824928914722,28,0.0258719451606278,83,0.0258921726108962
,27,0.285678558164506,84,0.342982265033829,27,0.298977415682303,84,0.357186720119447,27,0.270405344861743,84,0.333694233476781,27,0.283786225422751,84,0.34630688828375,27,0.293281182631835,84,0.363031536971123,27,0.305166229518507,84,0.375102243268366,27,0.360294034957991,84,0.412550919444476,27,0.370163364069629,84,0.426805632045506,27,0.0257386700073522,84,0.0256664538267605,27,0.0255334315317251,84,0.0255277354755143,27,0.00810597446985252,84,0.00813232118243037,27,0.00806844121405388,84,0.00811546812336923,27,0.00740896286455915,84,0.00746081784069154,27,0.00731592991173243,84,0.00741277880170753,27,0.0261318084385721,84,0.0260698891785594,27,0.025853597528888,84,0.025884657966571
,26,0.285291967725015,85,0.34404758397763,26,0.298455233567853,85,0.358435066620218,26,0.270032025313471,85,0.335053271531419,26,0.283324305562038,85,0.347625828314105,26,0.293104863758562,85,0.364332433619958,26,0.304708538903631,85,0.37638495819948,26,0.359106053763045,85,0.413357329453279,26,0.368977809839147,85,0.427667070038051,26,0.0257550025624783,85,0.0257237648115025,26,0.0255397865655953,85,0.0255699640026822,26,0.00811647777282923,85,0.00811560081068318,26,0.00807522818486548,85,0.00810027501881698,26,0.00741759068843392,85,0.00745654166179854,26,0.00732013285970941,85,0.00744005945734941,26,0.0261378296286726,85,0.0260882904511838,26,0.0258514287296165,85,0.0259031527901567
,25,0.284880586422516,86,0.345122003401717,25,0.297935867614489,86,0.359646022432059,25,0.269666563895108,86,0.336274640091517,25,0.282839367357528,86,0.348844966091915,25,0.292439017109644,86,0.365458566488682,25,0.304198389302699,86,0.377812415075495,25,0.358007180766804,86,0.414191874101499,25,0.367582287507446,86,0.428399205495589,25,0.0257604594694978,86,0.0257077239857696,25,0.0255590755720193,86,0.0255857503722888,25,0.00812369258905385,86,0.00812126268366163,25,0.00807885178157943,86,0.00812538704181003,25,0.00742174396507918,86,0.00746134858238785,25,0.0073377968258313,86,0.00744740079387038,25,0.0261316862080984,86,0.0260798803987767,25,0.0258746404515509,86,0.025923485898049
,24,0.284444953879448,87,0.346217308317659,24,0.297351822360744,87,0.360745499552043,24,0.269295713666614,87,0.337475914245943,24,0.282321343798685,87,0.34996962483485,24,0.292019908604751,87,0.366571472797454,24,0.303633992592606,87,0.378958120604002,24,0.356661686198147,87,0.414979927205264,24,0.366134033774698,87,0.429270616991411,24,0.0257590677838164,87,0.0256512823787579,24,0.0255826788861934,87,0.0255970737855868,24,0.00811771840347065,87,0.00812992974136909,24,0.00808951936975286,87,0.00812998649489548,24,0.00740898322186034,87,0.00745856170606964,24,0.00734716978158416,87,0.00745896225461931,24,0.0261361050064124,87,0.0260727917795277,24,0.0258800561698523,87,0.0259380031667184
,23,0.284062048306326,88,0.34727912515849,23,0.296793820575672,88,0.361867818019924,23,0.268940111301415,88,0.338654525538623,23,0.281865703066073,88,0.351167607034832,23,0.291620595065486,88,0.36760468236229,23,0.303204243336799,88,0.379844540790931,23,0.355490880675678,88,0.415663811302272,23,0.364863873101798,88,0.429276754556847,23,0.0257526961120371,88,0.0257026896080216,23,0.0255917702542057,88,0.0255723012655504,23,0.00812245698671236,88,0.00812634737448222,23,0.00809030921163693,88,0.00814184927890472,23,0.00741523592370058,88,0.0074607261061261,23,0.00736911400617655,88,0.00743532774462263,23,0.0261676733375306,88,0.0260649775768506,23,0.0258885933987129,88,0.0259170200985101
,22,0.283707125196822,89,0.348228254491743,22,0.296252417673233,89,0.363024350646727,22,0.268627941584629,89,0.339674034027916,22,0.281457213889716,89,0.352429476216298,22,0.291245000359556,89,0.368416047827597,22,0.302784546213028,89,0.38061768909286,22,0.354326542346562,89,0.416301150021077,22,0.36357304045946,89,0.427927351365919,22,0.025777381966155,89,0.0256899883437053,22,0.0255257923719285,89,0.0255767457163534,22,0.00812190182316072,89,0.00811877375231914,22,0.00809637988808305,89,0.00812605704521705,22,0.0073958782179285,89,0.00748141921649913,22,0.00731456033342117,89,0.00743915517674713,22,0.026156465547026,89,0.0260524084273435,22,0.0258726743068797,89,0.0259265067306708
,21.2999992370605,0.283492977157828,89.6999969482422,0.348902131312443,21.2999992370605,0.29591462621408,89.6999969482422,0.363886999730214,21.2999992370605,0.268418310681515,89.6999969482422,0.340372349438571,21.2999992370605,0.281185841986859,89.6999969482422,0.353223523952098,21.2999992370605,0.290988795205603,89.6999969482422,0.368969006570798,21.2999992370605,0.302561412823823,89.6999969482422,0.381126411802986,21.2999992370605,0.35354243566438,89.6999969482422,0.416811755264556,21.2999992370605,0.362732553505511,89.6999969482422,0.425359623393782,21.2999992370605,0.02576424690014,89.6999969482422,0.0256540029441194,21.2999992370605,0.0255240079081078,89.6999969482422,0.0255905678513395,21.2999992370605,0.00810737716288733,89.6999969482422,0.00812044756025392,21.2999992370605,0.00808018959283446,89.6999969482422,0.00810680254761236,21.2999992370605,0.00737704217357491,89.6999969482422,0.00750841785797165,21.2999992370605,0.00730987459876219,89.6999969482422,0.00744680121440522,21.2999992370605,0.0261369271543435,89.6999969482422,0.0260505220803015,21.2999992370605,0.0258751089112416,89.6999969482422,0.0259352858359131
